proverb,normalized,source,tokens
به زانو درامدن,به زانو درامدن,abadis_proverb,"['به', 'زانو', 'درامدن']"
به زانو دراوردن کسی,به زانو دراوردن کسی,abadis_proverb,"['به', 'زانو', 'دراوردن', 'کسی']"
به ساز هر کسی رقصیدن,به ساز هر کسی رقصیدن,abadis_proverb,"['به', 'ساز', 'هر', 'کسی', 'رقصیدن']"
به ساز کسی رقصیدن,به ساز کسی رقصیدن,abadis_proverb,"['به', 'ساز', 'کسی', 'رقصیدن']"
به سیم اخر زدن,به سیم اخر زدن,abadis_proverb,"['به', 'سیم', 'اخر', 'زدن']"
به شترمرغ گفتند بپر گفت شترم گفتند بار ببر گفت مرغم,به شترمرغ گفت#گو بپر گفت#گو شتر گفت#گو بار ببر گفت#گو مرغم,abadis_proverb,"['به', 'شترمرغ', 'گفت', '[UNK]', 'گو', 'بپر', 'گفت', '[UNK]', 'گو', 'شتر', 'گفت', '[UNK]', 'گو', 'بار', 'ببر', 'گفت', '[UNK]', 'گو', 'مرغ', '##م']"
به صحرای کربلا زدن,به صحرا کربلا زدن,abadis_proverb,"['به', 'صحرا', 'کربلا', 'زدن']"
به صلابه کشیدن,به صلابه کشیدن,abadis_proverb,"['به', 'صل', '##ابه', 'کشیدن']"
به فال نیک یا بد گرفتن چیزی,به فال نیک یا بد گرفتن چیزی,abadis_proverb,"['به', 'فال', 'نیک', 'یا', 'بد', 'گرفتن', 'چیزی']"
به گرد پاش نمی رسد,به گرد پاش رسید#رس,abadis_proverb,"['به', 'گرد', 'پاش', 'رسید', '[UNK]', 'رس']"
به گردن گرفتن,به گردن گرفتن,abadis_proverb,"['به', 'گردن', 'گرفتن']"
به گوش خر یاسین خواندن,به گوش خر یاسین خواندن,abadis_proverb,"['به', 'گوش', 'خر', 'یاسین', 'خواندن']"
به لعنت خدا نمی ارزد,به لعنت خدا ارزید#ارز,abadis_proverb,"['به', 'لعنت', 'خدا', 'ارزی', '##د', '[UNK]', 'ارز']"
به لعنت خدا نیرزیدن,به لعنت خدا نیرزیدن,abadis_proverb,"['به', 'لعنت', 'خدا', 'نیر', '##زید', '##ن']"
به ما که رسید وا رسید,به ما که رسید وا رسید,abadis_proverb,"['به', 'ما', 'که', 'رسید', 'وا', 'رسید']"
به مالت نناز که به یک شب بنده به حسنت نناز که به یک تب بنده,به مالت نناز که به یک شب بنده به حسن نناز که به یک تب بنده,abadis_proverb,"['به', 'مالت', 'نن', '##از', 'که', 'به', 'یک', 'شب', 'بنده', 'به', 'حسن', 'نن', '##از', 'که', 'به', 'یک', 'تب', 'بنده']"
به مرگ گرفتن تا به تب راضی کردن,به مرگ گرفتن تا به تب راضی کردن,abadis_proverb,"['به', 'مرگ', 'گرفتن', 'تا', 'به', 'تب', 'راضی', 'کردن']"
به نام من به کام تو,به نام من به کام تو,abadis_proverb,"['به', 'نام', 'من', 'به', 'کام', 'تو']"
به نعل و به میخ زدن,به نعل و به میخ زدن,abadis_proverb,"['به', 'نعل', 'و', 'به', 'میخ', 'زدن']"
به هر دری زدن یا به این در و ان در زدن,به هر دری زدن یا به این در و ان در زدن,abadis_proverb,"['به', 'هر', 'دری', 'زدن', 'یا', 'به', 'این', 'در', 'و', 'ان', 'در', 'زدن']"
به هر سازی رقصیدن,به هر سازی رقصیدن,abadis_proverb,"['به', 'هر', 'سازی', 'رقصیدن']"
به هر کجا که روی اسمان همین رنگ است,به هر کجا که روی اسمان همین رنگ است,abadis_proverb,"['به', 'هر', 'کجا', 'که', 'روی', 'اسمان', 'همین', 'رنگ', 'است']"
به هرچه نابتر یا هرچه نابدتر یا هرچه نه بدترخود خندیدن,به هرچه ناب یا هرچه نابدتر یا هرچه نه بدترخود خندیدن,abadis_proverb,"['به', 'هرچه', 'ناب', 'یا', 'هرچه', 'ناب', '##دت', '##ر', 'یا', 'هرچه', 'نه', 'بدتر', '##خود', 'خندیدن']"
به کس کسونش نمی دم به همه کسونش نمی دم,به کس کسون نمی‌دم به همه کسون نمی‌دم,abadis_proverb,"['به', 'کس', 'کس', '##ون', 'نمیدم', 'به', 'همه', 'کس', '##ون', 'نمیدم']"
به کسی ابقا کردن,به کسی ابقا کردن,abadis_proverb,"['به', 'کسی', 'ابقا', 'کردن']"
به کسی گفتن اینکه بالای چشمش ابروست,به کسی گفتن اینکه بالای چشمش ابروست,abadis_proverb,"['به', 'کسی', 'گفتن', 'اینکه', 'بالای', 'چشمش', 'ابروست']"
به کک بنده,به کک بنده,abadis_proverb,"['به', 'کک', 'بنده']"
به یا با پای خود به جایی رفتن,به یا با پای خود به جایی رفتن,abadis_proverb,"['به', 'یا', 'با', 'پای', 'خود', 'به', 'جایی', 'رفتن']"
به یا با زبان بی زبانی چیزی را گفتن یا فهماندن,به یا با زبان بی زبانی چیزی را گفتن یا فهماندن,abadis_proverb,"['به', 'یا', 'با', 'زبان', 'بی', 'زبانی', 'چیزی', 'را', 'گفتن', 'یا', 'فهماندن']"
به یا بر باد رفتن,به یا بر باد رفتن,abadis_proverb,"['به', 'یا', 'بر', 'باد', 'رفتن']"
به یا در یا توی لاک خود رفتن,به یا در یا توی لاک خود رفتن,abadis_proverb,"['به', 'یا', 'در', 'یا', 'توی', 'لاک', 'خود', 'رفتن']"
بو بردن,بو بردن,abadis_proverb,"['بو', 'بردن']"
بو ی حلوای کسی یا چیزی امدن یا بلند شدن,بو حلوای کسی یا چیزی امدن یا بلند شدن,abadis_proverb,"['بو', 'حلوای', 'کسی', 'یا', 'چیزی', 'امدن', 'یا', 'بلند', 'شدن']"
بوق سگ,بوق سگ,abadis_proverb,"['بوق', 'سگ']"
بوی حلواش می امد,بوی حلوا می‌امد,abadis_proverb,"['بوی', 'حلوا', 'میامد']"
بکشید و خوشگلم کنید,کشت#کش و خوشگل کرد#کن,abadis_proverb,"['کشت', '[UNK]', 'کش', 'و', 'خوشگل', 'کرد', '[UNK]', 'کن']"
بی چاک دهن,بی چاک دهن,abadis_proverb,"['بی', 'چاک', 'دهن']"
بی چشم و رو,بی چشم و رو,abadis_proverb,"['بی', 'چشم', 'و', 'رو']"
بی رگ,بی‌رگ,abadis_proverb,"['بیر', '##گ']"
بی سیمچی رو زدن,بی سیمچی رو زدن,abadis_proverb,"['بی', 'سیم', '##چی', 'رو', 'زدن']"
بی مایه فطیر است,بی‌مایه فطیر است,abadis_proverb,"['بیمایه', 'فطیر', 'است']"
بی مایه فطیره,بی‌مایه فطیره,abadis_proverb,"['بیمایه', 'فطیر', '##ه']"
بیل زنی باغچه خودت را بیل بزن,بیل زنی باغچه خودت را بیل بزن,abadis_proverb,"['بیل', 'زنی', 'باغچه', 'خودت', 'را', 'بیل', 'بزن']"
بیلبورد,بیلبورد,abadis_proverb,['بیلبورد']
پا از چیزی بیرون یا برون گذاشتن یا نهادن,پا از چیزی بیرون یا برون گذاشت#گذار یا نهادن,abadis_proverb,"['پا', 'از', 'چیزی', 'بیرون', 'یا', 'برون', 'گذاشت', '[UNK]', 'گذار', 'یا', 'نهادن']"
پا از چیزی پایین تر نگذاشتن,پا از چیزی پایین نگذاشتن,abadis_proverb,"['پا', 'از', 'چیزی', 'پایین', 'نگذاشتن']"
پا بند شدن,پا بند شدن,abadis_proverb,"['پا', 'بند', 'شدن']"
پا پس کشیدن,پا پس کشیدن,abadis_proverb,"['پا', 'پس', 'کشیدن']"
پا پیش گذاشتن یا نهادن,پا پیش گذاشت#گذار یا نهادن,abadis_proverb,"['پا', 'پیش', 'گذاشت', '[UNK]', 'گذار', 'یا', 'نهادن']"
پا توی کفش کسی کردن,پا توی کفش کسی کردن,abadis_proverb,"['پا', 'توی', 'کفش', 'کسی', 'کردن']"
پا جای پای کسی گذاشتن,پا جای پای کسی گذاشت#گذار,abadis_proverb,"['پا', 'جای', 'پای', 'کسی', 'گذاشت', '[UNK]', 'گذار']"
پا دادن,پا دادن,abadis_proverb,"['پا', 'دادن']"
پا در میان گذاشتن یا پادرمیانی کردن,پا در میان گذاشت#گذار یا پادرمیانی کردن,abadis_proverb,"['پا', 'در', 'میان', 'گذاشت', '[UNK]', 'گذار', 'یا', 'پادرمیانی', 'کردن']"
پا در کفش کسی کردن,پا در کفش کسی کردن,abadis_proverb,"['پا', 'در', 'کفش', 'کسی', 'کردن']"
پا را از گلیم خود درازتر کردن یا بیرون گذاشتن,پا را از گلیم خود درازتر کردن یا بیرون گذاشت#گذار,abadis_proverb,"['پا', 'را', 'از', 'گلیم', 'خود', 'درازتر', 'کردن', 'یا', 'بیرون', 'گذاشت', '[UNK]', 'گذار']"
پا را به اندازه گلیم باید دراز کرد,پا را به اندازه گلیم باید دراز کرد#کن,abadis_proverb,"['پا', 'را', 'به', 'اندازه', 'گلیم', 'باید', 'دراز', 'کرد', '[UNK]', 'کن']"
پا روی حق گذاشتن,پا روی حق گذاشت#گذار,abadis_proverb,"['پا', 'روی', 'حق', 'گذاشت', '[UNK]', 'گذار']"
پا روی دم کسی گذاشتن,پا روی دم کسی گذاشت#گذار,abadis_proverb,"['پا', 'روی', 'دم', 'کسی', 'گذاشت', '[UNK]', 'گذار']"
پا سست کردن,پا سست کردن,abadis_proverb,"['پا', 'سست', 'کردن']"
پا سفت یا قرص کردن یا جای پای خود را سفت کردن,پا سفت یا قرص کردن یا جای پای خود را سفت کردن,abadis_proverb,"['پا', 'سفت', 'یا', 'قرص', 'کردن', 'یا', 'جای', 'پای', 'خود', 'را', 'سفت', 'کردن']"
پا سوز شدن,پا سوز شدن,abadis_proverb,"['پا', 'سوز', 'شدن']"
پااندازی,پاانداز,abadis_proverb,"['پا', '##انداز']"
پابرهنه وسط یا توی حرف کسی دویدن,پابرهنه وسط یا توی حرف کسی دوید#دو,abadis_proverb,"['پابرهنه', 'وسط', 'یا', 'توی', 'حرف', 'کسی', 'دوید', '[UNK]', 'دو']"
پاپوش درست کردن,پاپوش درست کردن,abadis_proverb,"['پاپوش', 'درست', 'کردن']"
پاپوش دوختن یا ساختن برای کسی,پاپوش دوختن یا ساختن برای کسی,abadis_proverb,"['پاپوش', 'دوختن', 'یا', 'ساختن', 'برای', 'کسی']"
پاپی کسی شدن,پاپی کسی شدن,abadis_proverb,"['پاپی', 'کسی', 'شدن']"
پاچه پاره,پاچه پاره,abadis_proverb,"['پاچه', 'پاره']"
پاچه خوار,پاچه خوار,abadis_proverb,"['پاچه', 'خوار']"
پاچه ورمالیده,پاچه ورمالیده,abadis_proverb,"['پاچه', 'ورما', '##لید', '##ه']"
پارازیت,پارازیت,abadis_proverb,['پارازیت']
پاردم سابیده,پاردم سابیده,abadis_proverb,"['پارد', '##م', 'ساب', '##یده']"
پارس خودرو,پارس‌خودرو,abadis_proverb,['پارسخودرو']
پارسال دوست امسال اشنا,پارسال دوست امسال اشنا,abadis_proverb,"['پارسال', 'دوست', 'امسال', 'اشنا']"
پاشنه دهن را کشیدن,پاشنه دهن را کشیدن,abadis_proverb,"['پاشنه', 'دهن', 'را', 'کشیدن']"
پاشنه ها را بالا بردن,پاشنه را بالا بردن,abadis_proverb,"['پاشنه', 'را', 'بالا', 'بردن']"
پالان یا پالون کسی را افتاب گذاشتن,پالان یا پالون کسی را افتاب گذاشت#گذار,abadis_proverb,"['پالان', 'یا', 'پالو', '##ن', 'کسی', 'را', 'افتاب', 'گذاشت', '[UNK]', 'گذار']"
پالان یا پالون کسی کج بودن,پالان یا پالون کسی کج بودن,abadis_proverb,"['پالان', 'یا', 'پالو', '##ن', 'کسی', 'کج', 'بودن']"
پاناسونیک,پاناسونیک,abadis_proverb,['پاناسونیک']
پای ثابت جایی یا چیزی بودن,پای ثابت جایی یا چیزی بودن,abadis_proverb,"['پای', 'ثابت', 'جایی', 'یا', 'چیزی', 'بودن']"
پای چیزی افتادن,پای چیزی افتادن,abadis_proverb,"['پای', 'چیزی', 'افتادن']"
پای چیزی ایستادن,پای چیزی ایستادن,abadis_proverb,"['پای', 'چیزی', 'ایستادن']"
پای چیزی را خوردن,پای چیزی را خوردن,abadis_proverb,"['پای', 'چیزی', 'را', 'خوردن']"
پای خود را از کفش کسی بیرون کشیدن,پای خود را از کفش کسی بیرون کشیدن,abadis_proverb,"['پای', 'خود', 'را', 'از', 'کفش', 'کسی', 'بیرون', 'کشیدن']"
پای خود را کنار کشیدن,پای خود را کنار کشیدن,abadis_proverb,"['پای', 'خود', 'را', 'کنار', 'کشیدن']"
پای هم پیر شدن,پای هم پیر شدن,abadis_proverb,"['پای', 'هم', 'پیر', 'شدن']"
پای کسی به جایی باز شدن,پای کسی به جایی باز شدن,abadis_proverb,"['پای', 'کسی', 'به', 'جایی', 'باز', 'شدن']"
پای کسی بودن,پای کسی بودن,abadis_proverb,"['پای', 'کسی', 'بودن']"
پای کسی جلو یا پیش نرفتن,پای کسی جلو یا پیش نرفتن,abadis_proverb,"['پای', 'کسی', 'جلو', 'یا', 'پیش', 'نرفتن']"
پای کسی درکار یا درمیان بودن,پای کسی درکار یا درمیان بودن,abadis_proverb,"['پای', 'کسی', 'درکار', 'یا', 'درمیان', 'بودن']"
پای کسی را از جایی بریدن,پای کسی را از جایی بریدن,abadis_proverb,"['پای', 'کسی', 'را', 'از', 'جایی', 'بریدن']"
پای کسی را به جایی باز کردن,پای کسی را به جایی باز کردن,abadis_proverb,"['پای', 'کسی', 'را', 'به', 'جایی', 'باز', 'کردن']"
پای کسی گیر بودن,پای کسی گیر بودن,abadis_proverb,"['پای', 'کسی', 'گیر', 'بودن']"
پای کسی لب گور بودن,پای کسی لب گور بودن,abadis_proverb,"['پای', 'کسی', 'لب', 'گور', 'بودن']"
